Zip Code,City,State,Population,Population Estimate,Business Annual Payroll,Business First Quarter Payroll,Median Age,Male Population,Female Population,Median Age Female,Median Age Male,Households,Persons Per Household,Income Per Household,Number of Businesses,Number of Employees,Delivery Business,Delivery Residential,Delivery Total,Average House Value,CBSA Population,CBSA Division Population,CBSA Name,CBSA Number,CBSA Type,City Alias Name,State Full Name,State FIPS,County Name,County FIPS,Latitude,Longitude,Region,Division,Area Code,DayLight Savings,Land Area,Water Area,Congressional District,Congressional Land Area,Asian Population,Black or African American Population,American Indian or Alaskan Native Population,Native Hawaiian or other Pacific Islander Population,White Population,Other Population,Growing Counties A,Growing Counties B,Growth Increase Number,Growth Increase Percentage,Growth Rank
"10921","FLORIDA","NY","4135","4271","58706","13239","40.2","2010","2125","41.6","38.6","1458","2.84","86429","152","1399","128","1504","2417","272000","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","FLORIDA","New York","36","ORANGE","071","41.316278","-74.363374","Northeast","Middle Atlantic","845","Y","8.112","0.016","18","1353.42","103","272","48","2","3661","166","0","0","0","0","0"
"10922","FORT MONTGOMERY","NY","1559","0","6827","1432","42.9","793","766","43.2","42.6","629","2.48","98333","29","142","0","0","929","264500","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","FORT MONTGOMERY","New York","36","ORANGE","071","41.3335","-73.9942","Northeast","Middle Atlantic","845","Y","2.274","0.074","18","1353.42","35","57","34","0","1406","80","0","0","0","0","0"
"10924","GOSHEN","NY","13120","12531","219743","48394","41.8","6529","6591","44.2","39.4","4454","2.66","95468","496","5286","501","4711","5894","308200","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","GOSHEN","New York","36","ORANGE","071","41.3781","-74.361864","Northeast","Middle Atlantic","845","Y","38.345","0.245","18","1353.42","436","920","135","15","11208","739","0","0","0","0","0"
"10925","GREENWOOD LAKE","NY","4539","3896","15452","3415","43.3","2264","2275","43.1","43.6","1917","2.37","84079","96","377","14","1644","3093","271600","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","GREENWOOD LAKE","New York","36","ORANGE","071","41.208099","-74.305281","Northeast","Middle Atlantic","845","Y","3.891","1.658","05|18","991.3|1353.42","116","147","57","3","4183","131","0","0","0","0","0"
"10926","HARRIMAN","NY","3203","3335","45384","9803","37.6","1578","1625","38.4","37","1250","2.54","77813","84","896","83","1313","1916","214200","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","HARRIMAN","New York","36","ORANGE","071","41.301468","-74.149366","Northeast","Middle Atlantic","845","Y","5.184","0.401","18","1353.42","340","383","36","5","2383","169","0","0","0","0","0"
"10928","HIGHLAND FALLS","NY","4175","4191","9843","2394","40.7","2064","2111","41.8","39.3","1769","2.36","74423","71","420","96","1776","2317","214300","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","HIGHLAND FALLS","New York","36","ORANGE","071","41.324558","-74.048504","Northeast","Middle Atlantic","845","Y","5.443","0.069","18","1353.42","114","633","97","3","3131","412","0","0","0","0","0"
"10930","HIGHLAND MILLS","NY","8958","9159","18343","4012","38.6","4435","4523","39.5","37.3","2846","3.14","131832","118","542","28","2917","3587","301900","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","HIGHLAND MILLS","New York","36","ORANGE","071","41.36317","-74.096741","Northeast","Middle Atlantic","845","Y","13.876","0.171","18","1353.42","540","671","78","7","7511","431","0","0","0","0","0"
"10932","HOWELLS","NY","60","0","0","0","50.5","25","35","50.8","46.8","23","2.61","0","2","0","0","0","183","0","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","HOWELLS","New York","36","ORANGE","071","41.4797","-74.4659","Northeast","Middle Atlantic","845/914","Y","0.149","0","18","1353.42","0","0","0","0","60","0","0","0","0","0","0"
"10933","JOHNSON","NY","473","0","557","115","37.9","235","238","39.3","36.9","153","3.09","95320","6","24","0","0","201","226600","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","JOHNSON","New York","36","ORANGE","071","41.3663","-74.5067","Northeast","Middle Atlantic","845","Y","1.092","0.005","18","1353.42","2","19","0","0","443","13","0","0","0","0","0"
"10940","MIDDLETOWN","NY","48418","53323","782051","183978","36.1","23553","24865","37.6","34.7","17345","2.74","60094","1184","20492","1278","19461","21555","211000","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","MIDDLETOWN","New York","36","ORANGE","071","41.459264","-74.479348","Northeast","Middle Atlantic","845/914","Y","64.893","1.07","18|19","1353.42|7937.02","1331","9768","789","77","31354","7543","0","0","0","0","0"
"10941","MIDDLETOWN","NY","13779","14506","393521","90263","37.7","6684","7095","38.6","36.7","4898","2.8","66812","388","8898","414","5181","10171","259100","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","MIDDLETOWN","New York","36","ORANGE","071","41.488816","-74.349874","Northeast","Middle Atlantic","845/914","Y","32.027","0.197","18","1353.42","661","2647","219","15","9856","1072","0","0","0","0","0"
"10949","MONROE","NY","0","0","697","95","0","0","0","0","0","0","0","0","8","21","0","0","2101","0","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","MONROE","New York","36","ORANGE","071","41.33","-74.19","Northeast","Middle Atlantic","845","Y","0","0","18","1353.42","0","0","0","0","0","0","0","0","0","0","0"
"10950","MONROE","NY","47226","56946","338933","76542","24.1","23854","23372","25.4","22.9","12727","3.7","72573","1292","11018","846","15391","15941","310400","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","KIRYAS JOEL","New York","36","ORANGE","071","41.318388","-74.206344","Northeast","Middle Atlantic","845","Y","36.397","1.475","18","1353.42","1290","1484","269","32","43517","1413","0","0","0","0","0"
"10953","MOUNTAINVILLE","NY","252","0","15903","3298","44","138","114","48.3","40.7","97","2.56","0","20","220","0","0","2206","467100","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","MOUNTAINVILLE","New York","36","ORANGE","071","41.4009","-74.0789","Northeast","Middle Atlantic","845","Y","1.102","0.013","18","1353.42","8","2","0","0","239","7","0","0","0","0","0"
"10958","NEW HAMPTON","NY","3291","3057","95628","20046","40.5","1742","1549","40.6","40.5","1017","2.96","102396","73","1424","52","1033","1815","290400","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","NEW HAMPTON","New York","36","ORANGE","071","41.373452","-74.431849","Northeast","Middle Atlantic","845/914","Y","22.866","0.139","18","1353.42","63","278","11","7","2858","126","0","0","0","0","0"
"10959","NEW MILFORD","NY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","70","0","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","NEW MILFORD","New York","36","ORANGE","071","41.2345","-74.4144","Northeast","Middle Atlantic","845","Y","0","0","18","1353.42","0","0","0","0","0","0","0","0","0","0","0"
"10963","OTISVILLE","NY","4298","2446","5593","1147","39.1","3028","1270","39.1","39.1","871","2.92","73438","33","164","23","838","1274","224000","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","OTISVILLE","New York","36","ORANGE","071","41.464513","-74.54013","Northeast","Middle Atlantic","845","Y","12.672","0.13","18","1353.42","72","1081","59","10","2892","290","0","0","0","0","0"
"10969","PINE ISLAND","NY","1267","931","8768","1793","42.4","653","614","42.5","42.3","462","2.74","83333","48","231","34","340","810","283600","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","PINE ISLAND","New York","36","ORANGE","071","41.290634","-74.487788","Northeast","Middle Atlantic","845","Y","11.221","0.008","18","1353.42","19","42","2","0","1198","29","0","0","0","0","0"
"10973","SLATE HILL","NY","2126","1906","14075","3653","40.9","1068","1058","41.5","40.1","728","2.88","85398","57","391","30","662","1725","270500","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","SLATE HILL","New York","36","ORANGE","071","41.38522","-74.474467","Northeast","Middle Atlantic","845","Y","8.395","0.129","18","1353.42","55","55","15","1","1979","76","0","0","0","0","0"
"10975","SOUTHFIELDS","NY","281","187","3165","696","47.1","156","125","45.1","48","154","1.82","0","11","37","3","103","222","181900","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","SOUTHFIELDS","New York","36","ORANGE","071","41.237702","-74.132766","Northeast","Middle Atlantic","845","Y","5.883","0.121","18","1353.42","4","18","2","0","255","8","0","0","0","0","0"
"10979","STERLING FOREST","NY","234","0","0","0","45","121","113","41.8","46.1","103","2.27","71292","5","0","0","0","3937","224200","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","STERLING FOREST","New York","36","ORANGE","071","41.1828","-74.3192","Northeast","Middle Atlantic","845","Y","0.146","0","18","1353.42","4","5","2","0","224","4","0","0","0","0","0"
"10981","SUGAR LOAF","NY","0","0","3368","758","0","0","0","0","0","0","0","0","15","76","0","0","898","0","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","SUGAR LOAF","New York","36","ORANGE","071","41.3208","-74.2859","Northeast","Middle Atlantic","845","Y","0","0","18","1353.42","0","0","0","0","0","0","0","0","0","0","0"
"10985","THOMPSON RIDGE","NY","58","198","1053","218","46.8","26","32","47.5","45.5","19","3.05","173710","10","25","0","65","255","268800","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","THOMPSON RDG","New York","36","ORANGE","071","41.579564","-74.358946","Northeast","Middle Atlantic","845","Y","0.257","0","18","1353.42","0","6","0","0","52","0","0","0","0","0","0"
"10987","TUXEDO PARK","NY","3395","2722","29983","6134","45.7","1679","1716","46.1","45.3","1330","2.53","105972","87","490","24","1076","1636","458700","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","TUXEDO","New York","36","ORANGE","071","41.2081","-74.245117","Northeast","Middle Atlantic","845","Y","37.12","1.651","17|18","382.63|1353.42","221","79","17","2","3099","54","0","0","0","0","0"
"10988","UNIONVILLE","NY","896","0","1985","355","38.5","439","457","38.5","38.4","323","2.76","81154","7","41","0","0","512","217900","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","UNIONVILLE","New York","36","ORANGE","071","41.3016","-74.5617","Northeast","Middle Atlantic","845","Y","3.149","0.005","18","1353.42","6","37","5","0","842","16","0","0","0","0","0"
"10990","WARWICK","NY","20631","20606","150345","34738","43.8","10340","10291","45.1","42.4","7392","2.68","94091","501","4159","454","7689","8699","327900","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","WARWICK","New York","36","ORANGE","071","41.256336","-74.367714","Northeast","Middle Atlantic","845","Y","60.872","1.097","18","1353.42","389","1502","192","10","18421","611","0","0","0","0","0"
"10992","WASHINGTONVILLE","NY","9621","9557","34941","7798","41.1","4745","4876","42.5","39.3","3339","2.87","95107","156","953","160","3330","5204","263700","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","WASHINGTONVILLE","New York","36","ORANGE","071","41.429494","-74.168558","Northeast","Middle Atlantic","845","Y","11.091","0.033","18","1353.42","287","795","82","2","8203","515","0","0","0","0","0"
"10996","WEST POINT","NY","6756","3295","40711","7895","20.9","4887","1869","20.8","20.9","627","3.85","100234","38","857","123","856","1159","422200","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","UNITED STATES MILITARY ACADE","New York","36","ORANGE","071","41.394","-73.972322","Northeast","Middle Atlantic","845","Y","3.24","0.046","18","1353.42","474","565","93","24","5733","237","0","0","0","0","0"
"10997","WEST POINT","NY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","353","0","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","U S C C","New York","36","ORANGE","071","41.3932","-73.9585","Northeast","Middle Atlantic","845","Y","0","0","18","1353.42","0","0","0","0","0","0","0","0","0","0","0"
"10998","WESTTOWN","NY","3122","3303","2813","671","39.6","1561","1561","39.9","39.1","1012","3.07","88548","35","101","14","1076","1263","306800","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","WESTTOWN","New York","36","ORANGE","071","41.32708","-74.546906","Northeast","Middle Atlantic","845","Y","18.653","0.141","18","1353.42","56","136","34","0","2896","91","0","0","0","0","0"
"12518","CORNWALL","NY","5870","5793","61529","14235","41.3","2776","3094","42.1","40.4","2278","2.55","76506","154","1540","162","2272","2839","305100","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","CORNWALL","New York","36","ORANGE","071","41.415569","-74.019568","Northeast","Middle Atlantic","845","Y","9.881","0.118","18","1353.42","153","199","54","14","5503","122","0","0","0","0","0"
"12520","CORNWALL ON HUDSON","NY","3109","3252","13571","2922","42.9","1537","1572","44.1","42","1220","2.51","102386","68","399","50","1296","1528","312200","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","CORNWALL HDSN","New York","36","ORANGE","071","41.43742","-74.009578","Northeast","Middle Atlantic","845","Y","3.953","0.023","18","1353.42","81","56","21","0","2997","30","0","0","0","0","0"
"12543","MAYBROOK","NY","3001","3445","30979","7594","37","1392","1609","37.1","36.8","1108","2.7","61563","28","635","43","1276","1429","179400","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","MAYBROOK","New York","36","ORANGE","071","41.490301","-74.213954","Northeast","Middle Atlantic","845","Y","11.477","0.617","18","1353.42","69","401","50","1","2408","198","0","0","0","0","0"
"12549","MONTGOMERY","NY","10201","10459","195470","44220","40.3","4995","5206","41.4","39.4","3551","2.83","90792","308","4477","290","3696","4395","277400","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","MONTGOMERY","New York","36","ORANGE","071","41.52469","-74.252928","Northeast","Middle Atlantic","845","Y","38.809","0.523","18","1353.42","149","605","44","6","9212","378","0","0","0","0","0"
"12550","NEWBURGH","NY","54447","56677","826352","194103","34.2","26539","27908","35.4","33","18381","2.9","58534","1512","21882","1930","19544","22116","230100","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","BALMVILLE","New York","36","ORANGE","071","41.537872","-74.042369","Northeast","Middle Atlantic","845/914","Y","34.718","1.159","18","1353.42","1374","13328","988","98","32423","8726","0","0","0","0","0"
"12551","NEWBURGH","NY","0","0","9733","2318","0","0","0","0","0","0","0","0","7","178","0","0","3022","0","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","NEWBURGH","New York","36","ORANGE","071","41.5036","-74.0105","Northeast","Middle Atlantic","845/914","Y","0","0","18","1353.42","0","0","0","0","0","0","0","0","0","0","0"
"12552","NEWBURGH","NY","0","0","2493","467","0","0","0","0","0","0","0","0","4","45","0","0","331","0","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","NEWBURGH","New York","36","ORANGE","071","41.5036","-74.0105","Northeast","Middle Atlantic","845/914","Y","0","0","18","1353.42","0","0","0","0","0","0","0","0","0","0","0"
"12553","NEW WINDSOR","NY","24438","27621","338867","75156","39.1","11936","12502","40.5","37.5","9075","2.66","73836","650","7642","686","10384","11389","246400","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","NEW WINDSOR","New York","36","ORANGE","071","41.446504","-74.061998","Northeast","Middle Atlantic","845/914","Y","24.671","0.912","18","1353.42","1059","3259","226","48","18878","1919","0","0","0","0","0"
"12555","NEWBURGH","NY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2727","0","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","MID HUDSON","New York","36","ORANGE","071","41.5052","-74.0136","Northeast","Middle Atlantic","845/914","Y","0","0","18","1353.42","0","0","0","0","0","0","0","0","0","0","0"
"12566","PINE BUSH","NY","10753","9924","46312","9613","40.7","5390","5363","42","39.6","3894","2.74","76148","220","1386","56","3622","4555","247200","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","PINE BUSH","New York","36","ORANGE","071","41.633446","-74.331654","Northeast","Middle Atlantic","845","Y","54.382","0.21","18|19","1353.42|7937.02","177","395","101","10","10093","230","0","0","0","0","0"
"12575","ROCK TAVERN","NY","2258","2458","44069","11780","40.5","1098","1160","41.2","39.7","738","3.05","101912","51","897","45","806","944","341600","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","ROCK TAVERN","New York","36","ORANGE","071","41.493803","-74.160764","Northeast","Middle Atlantic","845","Y","9.893","0.254","18","1353.42","56","124","36","1","2061","80","0","0","0","0","0"
"12577","SALISBURY MILLS","NY","2029","1990","7300","1513","40.4","1011","1018","40.4","40.3","667","3.02","126442","38","167","15","659","938","297300","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","SALISBURY MILLS","New York","36","ORANGE","071","41.426197","-74.109722","Northeast","Middle Atlantic","845","Y","5.87","0.158","18","1353.42","37","102","10","0","1858","44","0","0","0","0","0"
"12584","VAILS GATE","NY","0","0","33958","8181","0","0","0","0","0","0","0","0","45","1201","0","0","562","0","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","VAILS GATE","New York","36","ORANGE","071","41.4542","-74.0582","Northeast","Middle Atlantic","845/914","Y","0","0","18","1353.42","0","0","0","0","0","0","0","0","0","0","0"
"12586","WALDEN","NY","12540","12858","68078","17255","37.7","6184","6356","38.6","36.6","4377","2.81","74350","240","1545","210","4576","5061","217500","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","WALDEN","New York","36","ORANGE","071","41.56377","-74.187706","Northeast","Middle Atlantic","845","Y","23.713","0.398","18|19","1353.42|7937.02","285","1135","120","11","10850","557","0","0","0","0","0"
"12729","CUDDEBACKVILLE","NY","1874","1431","10761","2385","40.6","974","900","41.5","39.7","700","2.68","49091","23","297","9","534","740","141600","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","CUDDEBACKVILLE","New York","36","ORANGE","071","41.49381","-74.624218","Northeast","Middle Atlantic","845","Y","22.195","0.346","18|19","1353.42|7937.02","36","90","35","3","1731","51","0","0","0","0","0"
"12746","HUGUENOT","NY","937","1060","11296","2635","40.8","463","474","40.5","41.1","327","2.79","90690","8","216","4","380","521","199300","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","HUGUENOT","New York","36","ORANGE","071","41.429492","-74.653177","Northeast","Middle Atlantic","845","Y","14.181","0.323","18","1353.42","20","29","18","0","892","1","0","0","0","0","0"
"12771","PORT JERVIS","NY","14511","14331","136525","31179","38.7","7052","7459","40","37.2","5573","2.58","52333","264","3016","337","5555","6339","185600","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","PORT JERVIS","New York","36","ORANGE","071","41.370322","-74.642474","Northeast","Middle Atlantic","845","Y","34.618","0.752","18","1353.42","282","1118","240","14","12953","512","0","0","0","0","0"
"12780","SPARROW BUSH","NY","2312","1497","11376","2703","44.4","1189","1123","45.8","42.2","923","2.5","44412","25","321","3","599","1184","145000","670301","0","Poughkeepsie-Newburgh-Middletown, NY","39100","Metro","SPARROW BUSH","New York","36","ORANGE","071","41.439486","-74.743717","Northeast","Middle Atlantic","845","Y","23.825","0.716","18|19","1353.42|7937.02","21","99","32","0","2183","46","0","0","0","0","0"
"14098","LYNDONVILLE","NY","2958","2750","12573","2620","41.2","1504","1454","42.1","40.3","1114","2.66","56833","41","315","16","1034","1278","94800","1054323","0","Rochester, NY","40380","Metro","LYNDONVILLE","New York","36","ORLEANS","073","43.324436","-78.373162","Northeast","Middle Atlantic","585/716","Y","46.056","0","27","3973.13","25","57","60","4","2864","26","0","0","0","0","0"
"14103","MEDINA","NY","11183","10633","129825","32200","40.4","5452","5731","42.1","38.7","4398","2.44","45946","226","3854","270","4358","4834","84000","1054323","0","Rochester, NY","40380","Metro","MEDINA","New York","36","ORLEANS","073","43.21377","-78.359441","Northeast","Middle Atlantic","585/716","Y","79.95","0.495","27","3973.13","74","841","137","8","10228","155","0","0","0","0","0"
"14411","ALBION","NY","14491","11451","102745","23084","39.8","7201","7290","41","38.3","5015","2.46","44659","230","3073","306","4655","5165","91800","1054323","0","Rochester, NY","40380","Metro","ALBION","New York","36","ORLEANS","073","43.234929","-78.200418","Northeast","Middle Atlantic","585","Y","113.283","0.342","27","3973.13","111","1849","153","11","12384","308","0","0","0","0","0"
"14429","CLARENDON","NY","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","474","0","1054323","0","Rochester, NY","40380","Metro","CLARENDON","New York","36","ORLEANS","073","43.1936","-78.065","Northeast","Middle Atlantic","585","Y","0","0","27","3973.13","0","0","0","0","0","0","0","0","0","0","0"
"14452","FANCHER","NY","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","2260","0","1054323","0","Rochester, NY","40380","Metro","FANCHER","New York","36","ORLEANS","073","43.2447","-78.0916","Northeast","Middle Atlantic","585","Y","0","0","27","3973.13","0","0","0","0","0","0","0","0","0","0","0"
"14470","HOLLEY","NY","8016","7989","20270","4169","41.8","3942","4074","42.1","41.6","3170","2.53","49881","91","623","86","3158","3620","97600","1054323","0","Rochester, NY","40380","Metro","HOLLEY","New York","36","ORLEANS","073","43.215428","-78.073067","Northeast","Middle Atlantic","585","Y","64.11","0.04","25|27","510.19|3973.13","24","107","81","5","7817","86","0","0","0","0","0"
"14476","KENDALL","NY","2288","2178","2752","525","44.5","1169","1119","44.5","44.3","864","2.64","53643","22","81","10","825","931","113400","1054323","0","Rochester, NY","40380","Metro","KENDALL","New York","36","ORLEANS","073","43.33082","-78.030633","Northeast","Middle Atlantic","585","Y","24.789","0.034","27","3973.13","9","22","29","1","2239","15","0","0","0","0","0"
"14477","KENT","NY","1732","1802","1848","286","42.7","854","878","42.7","42.7","645","2.69","62188","17","70","15","670","724","135700","1054323","0","Rochester, NY","40380","Metro","KENT","New York","36","ORLEANS","073","43.328851","-78.137431","Northeast","Middle Atlantic","585","Y","26.177","0.118","27","3973.13","7","41","26","4","1642","37","0","0","0","0","0"
"14479","KNOWLESVILLE","NY","275","208","0","0","40.6","136","139","39.8","41","99","2.78","56875","3","0","3","75","78","0","1054323","0","Rochester, NY","40380","Metro","KNOWLESVILLE","New York","36","ORLEANS","073","43.2418","-78.3109","Northeast","Middle Atlantic","585/716","Y","1.48","0","27","3973.13","0","2","6","0","273","0","0","0","0","0","0"
"14571","WATERPORT","NY","1176","1244","1216","270","47.7","598","578","48","47.2","496","2.37","47632","11","35","15","525","635","99400","1054323","0","Rochester, NY","40380","Metro","WATERPORT","New York","36","ORLEANS","073","43.33623","-78.24077","Northeast","Middle Atlantic","585","Y","18.355","0.505","27","3973.13","2","36","29","2","1134","10","0","0","0","0","0"
"13028","BERNHARDS BAY","NY","1350","1254","2139","438","44.2","717","633","44.7","43.8","533","2.53","57500","23","62","5","496","1232","175800","662577","0","Syracuse, NY","45060","Metro","BERNHARDS BAY","New York","36","OSWEGO","075","43.296793","-75.932522","Northeast","Middle Atlantic","315","Y","18.688","0.302","22","5077.45","5","12","12","0","1337","2","0","0","0","0","0"
"13036","CENTRAL SQUARE","NY","8680","8872","45645","10049","41.3","4285","4395","41.7","40.8","3448","2.51","53358","180","1525","125","3535","4097","120500","662577","0","Syracuse, NY","45060","Metro","CENTRAL SQ","New York","36","OSWEGO","075","43.32613","-76.172597","Northeast","Middle Atlantic","315","Y","48.786","0.489","22|24","5077.45|2388.56","54","55","104","2","8556","29","0","0","0","0","0"
"13042","CLEVELAND","NY","2356","2252","2499","637","43.2","1204","1152","43.1","43.3","920","2.56","51855","22","123","6","880","1190","98800","662577","0","Syracuse, NY","45060","Metro","CLEVELAND","New York","36","OSWEGO","075","43.235718","-75.83125","Northeast","Middle Atlantic","315/680","Y","33.513","0.359","22","5077.45","15","12","30","0","2317","4","0","0","0","0","0"
"13044","CONSTANTIA","NY","2512","2366","7890","1992","42.7","1312","1200","43.6","41.9","986","2.55","59583","37","218","17","928","1127","113800","662577","0","Syracuse, NY","45060","Metro","CONSTANTIA","New York","36","OSWEGO","075","43.267903","-76.005012","Northeast","Middle Atlantic","315","Y","27.775","0.306","22","5077.45","12","6","19","1","2488","8","0","0","0","0","0"
"13069","FULTON","NY","24931","25372","203917","46907","38.2","12322","12609","39.2","37.1","9683","2.56","46300","448","5404","450","9911","10766","85100","662577","0","Syracuse, NY","45060","Metro","BOWENS CORNERS","New York","36","OSWEGO","075","43.331042","-76.37563","Northeast","Middle Atlantic","315","Y","107.215","3.694","24","2388.56","130","310","286","13","24387","205","0","0","0","0","0"
"13074","HANNIBAL","NY","4488","4265","9968","2123","38.5","2273","2215","38.6","38.4","1649","2.71","54347","57","279","32","1574","1806","83600","662577","0","Syracuse, NY","45060","Metro","FAIRDALE","New York","36","OSWEGO","075","43.319064","-76.547142","Northeast","Middle Atlantic","315/680","Y","42.46","0.171","24","2388.56","13","37","45","1","4423","22","0","0","0","0","0"
"13076","HASTINGS","NY","2393","2282","2538","482","40.5","1220","1173","41.1","40","860","2.78","54855","28","89","10","821","974","104900","662577","0","Syracuse, NY","45060","Metro","HASTINGS","New York","36","OSWEGO","075","43.354502","-76.155522","Northeast","Middle Atlantic","315","Y","15.309","0.007","22","5077.45","11","13","21","0","2367","7","0","0","0","0","0"
"13083","LACONA","NY","1809","1401","5906","1219","38.9","940","869","39.3","38.6","684","2.63","63450","31","141","9","533","954","110000","662577","0","Syracuse, NY","45060","Metro","BOYLSTON","New York","36","OSWEGO","075","43.642648","-76.002186","Northeast","Middle Atlantic","315","Y","57.995","0.064","21|22","15114.76|5077.45","8","11","12","0","1786","7","0","0","0","0","0"
"13093","LYCOMING","NY","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","66","0","662577","0","Syracuse, NY","45060","Metro","LYCOMING","New York","36","OSWEGO","075","43.4989","-76.3861","Northeast","Middle Atlantic","315","Y","0","0","24","2388.56","0","0","0","0","0","0","0","0","0","0","0"
"13103","MALLORY","NY","326","416","0","0","31.7","170","156","35.4","29","115","2.83","67632","3","0","0","147","158","131600","662577","0","Syracuse, NY","45060","Metro","MALLORY","New York","36","OSWEGO","075","43.32559","-76.094584","Northeast","Middle Atlantic","315","Y","0.342","0.015","22","5077.45","0","7","6","0","316","3","0","0","0","0","0"
"13107","MAPLE VIEW","NY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","662577","0","Syracuse, NY","45060","Metro","MAPLE VIEW","New York","36","OSWEGO","075","43.4607","-76.1343","Northeast","Middle Atlantic","315","Y","0","0","22","5077.45","0","0","0","0","0","0","0","0","0","0","0"
"13114","MEXICO","NY","6356","5909","17151","3492","39.9","3159","3197","40.2","39.4","2422","2.61","59590","89","587","30","2264","2844","106800","662577","0","Syracuse, NY","45060","Metro","MEXICO","New York","36","OSWEGO","075","43.464822","-76.242788","Northeast","Middle Atlantic","315","Y","62.885","0.73","22|24","5077.45|2388.56","23","48","74","4","6255","31","0","0","0","0","0"
"13115","MINETTO","NY","224","0","1600","360","38.5","117","107","39.3","37.5","90","2.39","50909","7","72","0","0","208","106300","662577","0","Syracuse, NY","45060","Metro","MINETTO","New York","36","OSWEGO","075","43.3981","-76.4779","Northeast","Middle Atlantic","315","Y","0.464","0","24","2388.56","0","4","1","0","223","0","0","0","0","0","0"
"13121","NEW HAVEN","NY","0","0","757","191","0","0","0","0","0","0","0","0","8","32","0","0","113","0","662577","0","Syracuse, NY","45060","Metro","NEW HAVEN","New York","36","OSWEGO","075","43.4798","-76.3157","Northeast","Middle Atlantic","315","Y","0","0","22","5077.45","0","0","0","0","0","0","0","0","0","0","0"
"13126","OSWEGO","NY","37205","33125","511682","128679","33.5","18249","18956","35.5","31.5","13642","2.39","50104","705","11716","716","13860","15121","102000","662577","0","Syracuse, NY","45060","Metro","BUNDYVILLE","New York","36","OSWEGO","075","43.434626","-76.453659","Northeast","Middle Atlantic","315","Y","100.772","10.047","22|24","5077.45|2388.56","558","756","237","35","35722","427","0","0","0","0","0"
