Zip Code,City,State,Population,Population Estimate,Business Annual Payroll,Business First Quarter Payroll,Median Age,Male Population,Female Population,Median Age Female,Median Age Male,Households,Persons Per Household,Income Per Household,Number of Businesses,Number of Employees,Delivery Business,Delivery Residential,Delivery Total,Average House Value,CBSA Population,CBSA Division Population,CBSA Name,CBSA Number,CBSA Type,City Alias Name,State Full Name,State FIPS,County Name,County FIPS,Latitude,Longitude,Region,Division,Area Code,DayLight Savings,Land Area,Water Area,Congressional District,Congressional Land Area,Asian Population,Black or African American Population,American Indian or Alaskan Native Population,Native Hawaiian or other Pacific Islander Population,White Population,Other Population,Growing Counties A,Growing Counties B,Growth Increase Number,Growth Increase Percentage,Growth Rank
"14072","GRAND ISLAND","NY","20374","21810","271507","68525","42.8","10050","10324","43.3","42.2","7936","2.55","81818","375","4999","292","8553","9261","193700","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","GRAND ISLAND","New York","36","ERIE","029","43.012364","-78.957902","Northeast","Middle Atlantic","716","Y","28.273","0.078","26","219.13","533","514","169","8","19275","104","0","0","0","0","0"
"14075","HAMBURG","NY","41937","45148","313873","71748","43.8","19990","21947","45.4","41.9","17368","2.37","67063","881","10447","898","19050","20684","160500","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","HAMBURG","New York","36","ERIE","029","42.707914","-78.829464","Northeast","Middle Atlantic","716","Y","39.521","0.367","27","3973.13","318","413","219","13","41157","192","0","0","0","0","0"
"14080","HOLLAND","NY","4330","4210","17474","3995","43","2180","2150","43","43","1724","2.5","65674","92","516","36","1684","3834","163900","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","HOLLAND","New York","36","ERIE","029","42.642857","-78.543421","Northeast","Middle Atlantic","716","Y","52.88","0.059","27","3973.13","17","41","32","1","4270","10","0","0","0","0","0"
"14085","LAKE VIEW","NY","7353","8259","8771","2030","38","3711","3642","39","37.2","2572","2.85","82351","62","404","33","2898","3063","183600","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","LAKE VIEW","New York","36","ERIE","029","42.716876","-78.929843","Northeast","Middle Atlantic","716","Y","6.968","0.345","27","3973.13","44","45","46","2","7235","26","0","0","0","0","0"
"14086","LANCASTER","NY","31847","36070","387982","88667","41.5","15465","16382","42.4","40.6","12194","2.58","79596","556","8808","520","13981","14869","191300","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","LANCASTER","New York","36","ERIE","029","42.90711","-78.626353","Northeast","Middle Atlantic","716","Y","33.874","0.241","27","3973.13","240","363","146","13","31244","108","0","0","0","0","0"
"14091","LAWTONS","NY","1079","1020","379","80","40.8","554","525","40.1","41.2","407","2.65","52232","8","16","3","385","1192","110800","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","LAWTONS","New York","36","ERIE","029","42.54381","-78.894017","Northeast","Middle Atlantic","716","Y","21.261","0.008","27","3973.13","0","4","271","0","810","4","0","0","0","0","0"
"14102","MARILLA","NY","1281","1190","1180","248","42.3","637","644","43.7","41","469","2.73","93558","13","64","10","436","530","205400","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","MARILLA","New York","36","ERIE","029","42.835094","-78.556922","Northeast","Middle Atlantic","585/716","Y","3.807","0.01","27","3973.13","3","7","3","1","1274","0","0","0","0","0","0"
"14110","NORTH BOSTON","NY","0","0","3884","1358","0","0","0","0","0","0","0","0","8","65","0","0","104","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","N BOSTON","New York","36","ERIE","029","42.6856","-78.7793","Northeast","Middle Atlantic","716","Y","0","0","27","3973.13","0","0","0","0","0","0","0","0","0","0","0"
"14111","NORTH COLLINS","NY","3352","2598","17937","4230","41.7","1662","1690","42.5","40.8","1297","2.56","56250","58","463","30","1015","1376","122800","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","N COLLINS","New York","36","ERIE","029","42.573719","-78.900466","Northeast","Middle Atlantic","716","Y","36.067","0.173","27","3973.13","4","36","88","0","3262","26","0","0","0","0","0"
"14112","NORTH EVANS","NY","85","0","0","0","31.5","42","43","30.5","33","27","3.11","0","1","0","0","0","57","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","N EVANS","New York","36","ERIE","029","42.698","-78.9395","Northeast","Middle Atlantic","716","Y","0.04","0","27","3973.13","0","0","3","0","82","0","0","0","0","0","0"
"14127","ORCHARD PARK","NY","29961","31685","879873","191188","44.4","14377","15584","45.9","42.8","11816","2.5","88197","943","15818","913","12674","14115","224400","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","ORCHARD PARK","New York","36","ERIE","029","42.739434","-78.736791","Northeast","Middle Atlantic","716","Y","41.131","0.079","26|27","219.13|3973.13","491","290","123","21","29164","116","0","0","0","0","0"
"14134","SARDINIA","NY","104","80","5485","1171","46","53","51","46.2","45.5","40","2.6","78250","18","156","1","31","161","92000","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","SARDINIA","New York","36","ERIE","029","42.5284","-78.511805","Northeast","Middle Atlantic","585/716","Y","0.849","0","27","3973.13","0","0","0","0","104","0","0","0","0","0","0"
"14139","SOUTH WALES","NY","2125","2208","8665","1819","45.3","1061","1064","45.1","45.5","875","2.43","82993","34","207","28","909","1017","188700","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","S WALES","New York","36","ERIE","029","42.718096","-78.543383","Northeast","Middle Atlantic","585/716","Y","23.86","0.032","27","3973.13","18","12","20","0","2096","5","0","0","0","0","0"
"14140","SPRING BROOK","NY","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","130","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","SPRING BROOK","New York","36","ERIE","029","42.8184","-78.6755","Northeast","Middle Atlantic","585/716","Y","0","0","27","3973.13","0","0","0","0","0","0","0","0","0","0","0"
"14141","SPRINGVILLE","NY","7728","7864","95470","21496","42.3","3809","3919","43.8","40.9","3071","2.44","56114","252","3039","242","3223","3725","130800","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","SPRINGVILLE","New York","36","ERIE","029","42.526575","-78.689043","Northeast","Middle Atlantic","716","Y","70.513","0.152","23|27","7371.65|3973.13","44","77","79","3","7580","23","0","0","0","0","0"
"14150","TONAWANDA","NY","41676","42260","1061202","255465","44.2","19982","21694","46.4","41.5","18637","2.23","52783","1091","23317","1173","18951","20061","117500","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","TONAWANDA","New York","36","ERIE","029","42.995064","-78.881828","Northeast","Middle Atlantic","716","Y","14.94","0.068","26","219.13","618","1128","298","27","39872","282","0","0","0","0","0"
"14151","TONAWANDA","NY","0","0","15347","3414","0","0","0","0","0","0","0","0","8","254","0","0","499","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","TONAWANDA","New York","36","ERIE","029","43.0205","-78.8807","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14169","WALES CENTER","NY","151","0","4921","1009","37.6","70","81","36.5","41","67","2.25","30875","7","88","0","0","95","10000","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","WALES CENTER","New York","36","ERIE","029","42.7686","-78.5306","Northeast","Middle Atlantic","585/716","Y","0.308","0","27","3973.13","0","3","0","0","151","1","0","0","0","0","0"
"14170","WEST FALLS","NY","2286","2350","10925","2512","45.9","1156","1130","46","45.7","917","2.49","73873","42","305","20","944","1095","171500","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","W FALLS","New York","36","ERIE","029","42.703514","-78.670264","Northeast","Middle Atlantic","716","Y","12.326","0.054","27","3973.13","6","8","11","0","2267","5","0","0","0","0","0"
"14201","BUFFALO","NY","11549","10381","109710","26048","32.6","5663","5886","32.1","33.2","5732","1.95","27369","207","3601","273","5324","6121","160100","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.894456","-78.886924","Northeast","Middle Atlantic","716","Y","1.028","0.061","26","219.13","332","3015","280","31","6320","2082","0","0","0","0","0"
"14202","BUFFALO","NY","3911","3157","1094446","296841","36.6","2403","1508","37.5","36.1","1892","1.59","44049","807","20121","1001","1986","3072","370500","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.888298","-78.885398","Northeast","Middle Atlantic","716","Y","0.83","0.386","26","219.13","78","1202","52","8","2444","271","0","0","0","0","0"
"14203","BUFFALO","NY","1618","2001","1111303","288673","30.9","874","744","32.9","29.6","818","1.6","33388","561","17410","626","1251","2153","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.867092","-78.864266","Northeast","Middle Atlantic","716","Y","2.637","1.166","26","219.13","33","1010","21","1","543","57","0","0","0","0","0"
"14204","BUFFALO","NY","8691","9074","129385","29265","39.1","3867","4824","41","36.8","4117","2.06","25267","175","2844","314","4405","4802","77900","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.883323","-78.863792","Northeast","Middle Atlantic","716","Y","1.796","0","26","219.13","56","6680","70","2","1760","311","0","0","0","0","0"
"14205","BUFFALO","NY","0","0","1410","324","0","0","0","0","0","0","0","0","6","54","0","0","764","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.8864","-78.8788","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14206","BUFFALO","NY","20751","18737","282465","67377","40.7","10046","10705","42","39.5","9443","2.2","37200","430","7297","617","8517","9126","69600","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.880964","-78.814568","Northeast","Middle Atlantic","716","Y","4.847","0.006","26","219.13","249","2427","209","6","17987","300","0","0","0","0","0"
"14207","BUFFALO","NY","23552","21672","507274","167724","31.7","11446","12106","32.3","31.2","9631","2.44","26448","521","10220","647","8882","10156","60200","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.950754","-78.900782","Northeast","Middle Atlantic","716","Y","3.904","0.019","26","219.13","1247","4411","696","35","16225","2201","0","0","0","0","0"
"14208","BUFFALO","NY","11125","8422","60028","15371","34.3","4962","6163","39.6","27.4","4373","2.23","24414","104","2681","166","3777","4007","54800","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.915692","-78.851748","Northeast","Middle Atlantic","716","Y","1.378","0.002","26","219.13","80","9023","67","10","2048","115","0","0","0","0","0"
"14209","BUFFALO","NY","7926","7469","385688","93641","37","3730","4196","38.1","35.9","3954","1.82","33327","291","8708","284","4104","4538","169000","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.917905","-78.865429","Northeast","Middle Atlantic","716","Y","0.914","0","26","219.13","201","3701","113","10","3946","193","0","0","0","0","0"
"14210","BUFFALO","NY","14694","13041","707744","168338","34.6","7222","7472","35.5","33.7","6257","2.33","37384","327","12822","428","5597","6178","68700","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.862789","-78.830148","Northeast","Middle Atlantic","716","Y","3.205","0.125","26","219.13","118","1333","230","14","13015","449","0","0","0","0","0"
"14211","BUFFALO","NY","22611","20228","98190","22279","34.1","10275","12336","36.2","31.4","9367","2.39","25019","246","3002","467","8464","8931","43400","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.907575","-78.819133","Northeast","Middle Atlantic","716","Y","4.041","0.007","26","219.13","588","17874","249","10","4244","309","0","0","0","0","0"
"14212","BUFFALO","NY","10641","9611","42455","10060","37.9","5230","5411","38.7","37.3","4779","2.21","23362","174","1296","325","4349","4841","61000","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.896036","-78.819042","Northeast","Middle Atlantic","716","Y","1.907","0","26","219.13","577","4670","117","16","5460","119","0","0","0","0","0"
"14213","BUFFALO","NY","24465","21801","132534","30511","28.3","12112","12353","28.7","27.8","9254","2.6","31445","301","3526","422","8385","9258","89700","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.916747","-78.892782","Northeast","Middle Atlantic","716","Y","2.261","0.114","26","219.13","2918","6251","628","89","12571","3231","0","0","0","0","0"
"14214","BUFFALO","NY","19775","16364","410487","97269","28.6","10025","9750","31.9","26.2","8013","2.26","44310","321","10835","460","7241","7720","169300","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.940576","-78.839724","Northeast","Middle Atlantic","716","Y","2.857","0","26","219.13","1674","7818","262","37","10354","348","0","0","0","0","0"
"14215","BUFFALO","NY","39999","35185","541086","130684","31.5","17815","22184","34.7","27.3","15778","2.47","35160","443","9381","516","14245","15698","57300","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.933362","-78.809134","Northeast","Middle Atlantic","716","Y","4.92","0","26","219.13","682","33009","403","44","6412","519","0","0","0","0","0"
"14216","BUFFALO","NY","22431","20596","133052","31460","36.3","10727","11704","38","34.8","10811","2.07","52724","457","5547","557","9950","10811","150300","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.9439","-78.860554","Northeast","Middle Atlantic","716","Y","2.78","0.041","26","219.13","441","4118","374","27","17677","605","0","0","0","0","0"
"14217","BUFFALO","NY","23480","21702","267116","61967","41.9","10823","12657","44.6","39.3","10837","2.12","52551","563","7655","580","10237","11105","120300","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.975316","-78.881182","Northeast","Middle Atlantic","716","Y","3.212","0","26","219.13","320","852","217","11","22296","192","0","0","0","0","0"
"14218","BUFFALO","NY","19039","17725","159721","37234","40.1","9118","9921","42.2","37.8","8593","2.19","36530","326","4539","394","8094","8635","93800","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.81554","-78.817302","Northeast","Middle Atlantic","716","Y","8.198","0.373","26|27","219.13|3973.13","313","2090","180","12","16634","441","0","0","0","0","0"
"14219","BUFFALO","NY","11536","11502","301688","79116","41.2","5514","6022","42.4","40","5123","2.25","51972","420","8089","424","5112","5779","118700","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BLASDELL","New York","36","ERIE","029","42.789404","-78.82929","Northeast","Middle Atlantic","716","Y","7.032","0.33","26|27","219.13|3973.13","63","212","60","3","11268","76","0","0","0","0","0"
"14220","BUFFALO","NY","24227","22493","299809","70928","37.1","11646","12581","38.9","35.4","10175","2.36","50856","304","6950","329","9531","10349","90600","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.844897","-78.821799","Northeast","Middle Atlantic","716","Y","3.803","0.059","26","219.13","223","1015","274","12","22566","665","0","0","0","0","0"
"14221","BUFFALO","NY","53555","53705","1876393","447911","46.5","24916","28639","48.7","43.9","22676","2.3","80558","2505","42827","2202","23350","25530","209000","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","AMHERST","New York","36","ERIE","029","42.98525","-78.722374","Northeast","Middle Atlantic","716","Y","22.993","0.026","26|27","219.13|3973.13","3931","1930","202","44","47922","314","0","0","0","0","0"
"14222","BUFFALO","NY","14046","11215","126142","28983","31.6","6943","7103","30.2","33.6","7074","1.73","52868","340","3977","315","6483","7515","262700","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.918268","-78.875041","Northeast","Middle Atlantic","716","Y","1.284","0","26","219.13","481","1876","181","18","11522","353","0","0","0","0","0"
"14223","BUFFALO","NY","22665","22972","103187","24085","42.9","10697","11968","44.9","40.6","9832","2.3","60149","323","3563","304","9988","10536","124900","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.974484","-78.84835","Northeast","Middle Atlantic","716","Y","3.432","0","26","219.13","409","1008","157","15","21327","154","0","0","0","0","0"
"14224","BUFFALO","NY","39889","41353","553901","125894","45.2","19094","20795","47.1","43.2","17062","2.31","63809","1008","14809","1040","17902","19350","144600","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.83708","-78.748415","Northeast","Middle Atlantic","716","Y","20.262","0.055","26|27","219.13|3973.13","320","421","186","10","39109","148","0","0","0","0","0"
"14225","BUFFALO","NY","33385","32986","957909","221064","42.1","15703","17682","44.3","39.7","15115","2.2","47210","1231","26781","1256","14994","17738","97800","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.925832","-78.748306","Northeast","Middle Atlantic","716","Y","11.827","0.041","26","219.13","581","3245","217","13","29728","233","0","0","0","0","0"
"14226","BUFFALO","NY","29267","29062","521320","121383","38.6","13762","15505","40.3","36.3","12485","2.29","68810","1044","16059","993","12691","14883","147300","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","AMHERST","New York","36","ERIE","029","42.974865","-78.793492","Northeast","Middle Atlantic","716","Y","6.915","0.001","26","219.13","2149","2962","199","17","24396","248","0","0","0","0","0"
"14227","BUFFALO","NY","23426","23306","410324","102285","46.5","10925","12501","49.1","43.6","10654","2.16","52385","432","9035","460","10790","11732","122200","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.884778","-78.74716","Northeast","Middle Atlantic","716","Y","8.639","0.016","26","219.13","568","1138","104","16","21730","105","0","0","0","0","0"
"14228","BUFFALO","NY","20857","22789","713627","168854","33.2","10221","10636","36.4","29.9","8820","2.33","49704","694","17037","643","9781","11146","167100","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","AMHERST","New York","36","ERIE","029","43.038732","-78.778498","Northeast","Middle Atlantic","716","Y","15.861","0.277","26|27","219.13|3973.13","2105","1983","137","13","16955","225","0","0","0","0","0"
"14231","BUFFALO","NY","0","0","18086","4155","0","0","0","0","0","0","0","0","11","414","0","0","1905","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","AMHERST","New York","36","ERIE","029","42.9241","-78.8144","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14233","BUFFALO","NY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.8866","-78.8789","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14240","BUFFALO","NY","0","0","268363","84274","0","0","0","0","0","0","0","0","20","3047","0","0","1314","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.8885","-78.8246","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14241","BUFFALO","NY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BFLO","New York","36","ERIE","029","42.89","-78.8701","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14260","BUFFALO","NY","0","0","35631","7693","0","0","0","0","0","0","0","0","13","1313","0","0","0","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","AMHERST","New York","36","ERIE","029","43.001821","-78.785536","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14261","BUFFALO","NY","5713","0","0","0","20.3","2914","2799","20.3","20.2","2","1.5","0","9","0","0","0","0","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","AMHERST","New York","36","ERIE","029","42.8866","-78.8789","Northeast","Middle Atlantic","716","Y","1.162","0.036","26","219.13","1250","573","32","4","3883","131","0","0","0","0","0"
"14263","BUFFALO","NY","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.8868","-78.8765","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14264","BUFFALO","NY","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.8866","-78.8789","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14265","BUFFALO","NY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.8866","-78.8789","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14267","BUFFALO","NY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.8866","-78.8789","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14269","BUFFALO","NY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.8866","-78.8789","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14270","BUFFALO","NY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.8866","-78.8789","Northeast","Middle Atlantic","716","Y","0","0","27","3973.13","0","0","0","0","0","0","0","0","0","0","0"
"14272","BUFFALO","NY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.8866","-78.8789","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14273","BUFFALO","NY","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BFLO","New York","36","ERIE","029","42.8867","-78.8518","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14276","BUFFALO","NY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.8866","-78.8789","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"14280","BUFFALO","NY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1135509","0","Buffalo-Cheektowaga, NY","15380","Metro","BUFFALO","New York","36","ERIE","029","42.8866","-78.8789","Northeast","Middle Atlantic","716","Y","0","0","26","219.13","0","0","0","0","0","0","0","0","0","0","0"
"12851","MINERVA","NY","366","212","1559","245","47.3","192","174","50","45.2","156","2.31","39792","14","40","2","92","206","130200","0","0","","","","MINERVA","New York","36","ESSEX","031","43.818343","-74.017398","Northeast","Middle Atlantic","518","Y","111.137","2.438","21","15114.76","4","1","7","0","361","2","0","0","0","0","0"
"12852","NEWCOMB","NY","436","266","338","94","55.3","221","215","57.1","53.8","207","2.08","46500","10","18","4","128","289","158800","0","0","","","","NEWCOMB","New York","36","ESSEX","031","43.999198","-74.114938","Northeast","Middle Atlantic","518","Y","122.238","5.311","21","15114.76","2","0","1","1","432","2","0","0","0","0","0"
"12855","NORTH HUDSON","NY","259","182","735","191","48.6","126","133","49.5","48","108","2.4","45000","4","17","1","76","141","131700","0","0","","","","NORTH HUDSON","New York","36","ESSEX","031","44.011553","-73.819733","Northeast","Middle Atlantic","518","Y","182.181","3.218","21","15114.76","2","0","1","0","258","0","0","0","0","0","0"
"12857","OLMSTEDVILLE","NY","498","513","828","138","46.9","250","248","46.8","47","218","2.28","56875","11","18","2","225","310","137500","0","0","","","","OLMSTEDVILLE","New York","36","ESSEX","031","43.85064","-74.094005","Northeast","Middle Atlantic","518","Y","42.932","0.551","21","15114.76","7","1","9","0","489","0","0","0","0","0","0"
"12858","PARADOX","NY","59","44","185","37","56.8","25","34","56","59.5","28","2.11","72188","5","6","2","21","63","316700","0","0","","","","PARADOX","New York","36","ESSEX","031","43.887429","-73.678478","Northeast","Middle Atlantic","518","Y","9.785","1.447","21","15114.76","0","0","0","0","59","0","0","0","0","0","0"
"12870","SCHROON LAKE","NY","1509","1133","8819","1791","48.4","722","787","49.4","47","681","2.21","48542","64","255","28","513","4655","209900","0","0","","","","BLUE RIDGE","New York","36","ESSEX","031","43.857074","-73.774615","Northeast","Middle Atlantic","518","Y","106.899","7.07","21","15114.76","10","14","29","2","1477","12","0","0","0","0","0"
"12872","SEVERANCE","NY","31","0","0","0","57.5","14","17","55.5","57.7","18","1.72","29625","2","0","0","0","81","0","0","0","","","","SEVERANCE","New York","36","ESSEX","031","43.876364","-73.716357","Northeast","Middle Atlantic","518","Y","0.305","0","21","15114.76","0","0","1","0","30","0","0","0","0","0","0"
"12879","NEWCOMB","NY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","NEWCOMB","New York","36","ESSEX","031","44.0508","-74.0396","Northeast","Middle Atlantic","518","Y","0","0","21","15114.76","0","0","0","0","0","0","0","0","0","0","0"
"12883","TICONDEROGA","NY","5025","4892","91337","21197","44.7","2485","2540","46.4","43.1","2089","2.34","48750","138","2045","123","2091","2451","120700","0","0","","","","CHILSON","New York","36","ESSEX","031","43.851792","-73.503012","Northeast","Middle Atlantic","518","Y","79.851","1.977","21","15114.76","53","29","57","0","4929","17","0","0","0","0","0"
"12913","BLOOMINGDALE","NY","1157","608","1122","235","41.3","585","572","41.3","41.2","494","2.34","57813","15","37","3","260","574","161600","0","0","","","","BLOOMINGDALE","New York","36","ESSEX","031","44.401733","-74.007196","Northeast","Middle Atlantic","518","Y","27.122","2.224","21","15114.76","0","3","22","0","1149","6","0","0","0","0","0"
"12928","CROWN POINT","NY","2028","1764","4525","1029","43.6","1034","994","43.3","43.8","830","2.43","52878","30","140","20","726","985","120800","0","0","","","","CROWN POINT","New York","36","ESSEX","031","43.96101","-73.526795","Northeast","Middle Atlantic","518","Y","75.496","0.85","21","15114.76","19","10","6","2","1992","13","0","0","0","0","0"
"12932","ELIZABETHTOWN","NY","1236","594","29839","6720","52.1","593","643","53.3","50.5","546","2.08","47950","57","757","4","286","737","164800","0","0","","","","ELIZABETHTOWN","New York","36","ESSEX","031","44.196217","-73.61148","Northeast","Middle Atlantic","518","Y","63.728","0.782","21","15114.76","7","7","14","3","1216","4","0","0","0","0","0"
"12936","ESSEX","NY","599","475","1312","201","49.4","306","293","50.5","48","276","2.17","64167","17","37","4","219","386","231600","0","0","","","","ESSEX","New York","36","ESSEX","031","44.2427","-73.38357","Northeast","Middle Atlantic","518/838","Y","30.81","0.095","21","15114.76","3","0","5","0","597","0","0","0","0","0","0"
"12941","JAY","NY","1428","1276","6691","1483","45.5","723","705","44.8","46.1","590","2.4","65099","25","179","3","532","700","160400","0","0","","","","JAY","New York","36","ESSEX","031","44.34841","-73.716226","Northeast","Middle Atlantic","518","Y","40.476","0.277","21","15114.76","2","14","13","0","1408","3","0","0","0","0","0"
